principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio
Warfarina,Tableta,Warfarina 5 mg,mg,Warfarina,Saluspharma,108.0914194,Bajo
Lactobacilos Fermento,Sobre,Lactobacilos Fermento,g,Eptavis Adultos,Centro Sperimentale Del Latte,13988.90425,Bajo
Lactobacilos Fermento,Sobre,Lactobacilos Fermento,g,Eptavis Adultos,Centro Sperimentale Del Latte,6526.204797,Alto
Amlodipino,Tableta,"Amlodipino 2,5 mg",mg,Alencal,Closter Pharma,2578.380137,Medio
Amlodipino,Tableta,"Amlodipino 2,5 mg",mg,Alencal,Closter Pharma,1374.837192,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebivolol,Mk,1349.360127,Medio
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebivolol,Mk,624.8361204,Medio
Vasopresina,Ampolla,Vasopresina 20 ui,ml,Vasopresina,Ads Pharma,10635.18109,Alto
Vasopresina,Ampolla,Vasopresina 20 ui,ml,Vasopresina,Ads Pharma,10711.14583,Alto
Solifenacina,Tableta,Solifenacina 10 mg,mg,Vesicare,Astellas,4828.0,Alto
Solifenacina,Tableta,Solifenacina 10 mg,mg,Vesicare,Astellas,4690.251337,Alto
Lactobacilos Fermento,Sobre,Lactobacilos Fermento,g,Eptavis,Centro Sperimentale Del Latte,13992.33324,Alto
Lactobacilos Fermento,Sobre,Lactobacilos Fermento,g,Eptavis,Centro Sperimentale Del Latte,3592.570776,Bajo
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Genfar,543.8372028,Medio
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Bisoprolol,Genfar,368.0908775,Medio
Deferasirox,Tableta,Deferasirox 180 mg,mg,Jadenu,Novartis,26915.0,Alto
Nimesulida,Tableta,Nimesulida 100 mg,mg,Acamol,Mackey,880.0,Medio
Acetaminofen,Frasco,Acetaminofen 3 g,ml,Prodol,Bioquimico Pharma,5174.521971,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Pitox,Bioquimico Pharma,4181.641377,Medio
Dobutamina Y Dextrosa,Bolsa,Dobutamina 1 mg + Dextrosa 1 mg,ml,Docarip,Ads Pharma,13000.0,Medio
Dobutamina Y Dextrosa,Bolsa,Dobutamina 1 mg + Dextrosa 1 mg,ml,Docarip,Ads Pharma,10874.82219,Medio
Eritropoyetina,Vial,Eritropoyetina 2000 ui,ml,Eritromax,Blau,232.847043,Bajo
Eritropoyetina,Vial,Eritropoyetina 2000 ui,ml,Eritromax,Blau,229.1694118,Bajo
Oximetazolina,Frasco,"Oximetazolina 0,25 mg",ml,Oximetazolina,Pharmaceutical Business,7618.050373,Medio
Oximetazolina,Frasco,"Oximetazolina 0,25 mg",ml,Oximetazolina,Pharmaceutical Business,2095.0,Bajo
Oximetazolina,Frasco,"Oximetazolina 0,5 mg",ml,Oximetazolina,Pharmaceutical Business,7309.511111,Bajo
Oximetazolina,Frasco,"Oximetazolina 0,5 mg",ml,Oximetazolina,Pharmaceutical Business,2764.0,Medio
Tadalafilo,Tableta,Tadalafilo 20 mg,mg,Flechsex,Gimed,11642.5,Medio
Rosuvastatina,Tableta,Rosuvastatina 10 mg,mg,Litorvas,Patmar,2616.324324,Bajo
Aciclovir,Tableta,Aciclovir 800 mg,mg,Viroxil,Gimed,2328.5,Alto
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Sin Ater,Gimed,2383.3,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Epicort,Best,13583.29881,Alto
Fluconazol Y Secnidazol,Tableta,Secnidazol 1000 mg + Fluconazol 75 mg,mg,Secflu,Joinpharm,13450.17523,Alto
Levofloxacina,Tableta,Levofloxacina 500 mg,mg,Joinlev,Joinpharm,15531.31868,Alto
Mirabegron,Tableta,Mirabegron 25 mg,mg,Myrbetric,Astellas,2168.0,Medio
Mirabegron,Tableta,Mirabegron 25 mg,mg,Myrbetric,Astellas,2116.209314,Medio
Metadona,Tableta,Metadona 40 mg,mg,Methadose,Grunenthal,6959.42351,Medio
Claritromicina,Tableta,Claritromicina 500 mg,mg,Requelar,Anzg,7000.0,Alto
Acido Valproico,Vial,Acido Valproico 100 mg,ml,Acido Valproico,Ads Pharma,11262.26475,Medio
Acido Valproico,Vial,Acido Valproico 100 mg,ml,Acido Valproico,Ads Pharma,10247.43174,Medio
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sulmic,Joinpharm,10678.62282,Medio
Vitamina D3,Ampolla,Vitamina D3 25000 ui,ml,Histotal,Smb,13235.97274,Medio
Vitamina D3,Ampolla,Vitamina D3 25000 ui,ml,Histotal,Smb,8646.464018,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Fast Pain Gel,Lg Pharma,3780.0,Bajo
Fenol,Frasco,"Fenol 1,4 g",ml,Efrimel,Gimed,12699.0,Bajo
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 20 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Congestex,Novamed,1320.336526,Medio
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 20 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Congestex,Novamed,1100.0,Medio
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 20 mg + Cetirizina 5 mg,mg,Congestex,Novamed,966.3056614,Medio
Desonida,Frasco,"Desonida 0,05 g",ml,Desonida,Gimed,21819.0,Bajo
Metocarbamol Y Ibuprofeno,Tableta,Ibuprofeno 400 mg + Metocarbamol 500 mg,mg,Spasmoflex,Farma,2414.425,Medio
Hidroclorotiazida Y Irbesartan,Tableta,Hidroclorotiazida 150 mg + Irbesartan 150 mg,mg,Irbeprex H,Mega Labs,902.0835897,Medio
Hidroclorotiazida Y Irbesartan,Tableta,Hidroclorotiazida 150 mg + Irbesartan 150 mg,mg,Irbeprex H,Mega Labs,312.6411669,Medio
Irbesartan,Tableta,Irbesartan 150 mg,mg,Irbeprex,Mega Labs,799.0957758,Alto
Irbesartan,Tableta,Irbesartan 150 mg,mg,Irbeprex,Mega Labs,305.073063,Medio
Ketoconazol,Tubo,Ketoconazol 2 g,g,Fungisterol,Bioquifar,2301.603771,Medio
Carboximetilcelulosa,Frasco,Carboximetilcelulosa 5 mg,ml,Vital Vision,Vitalis,17184.62328,Medio
Carboximetilcelulosa,Frasco,Carboximetilcelulosa 5 mg,ml,Vital Vision,Vitalis,4095.319149,Medio
Solifenacina Y Tamsulosina,Tableta,"Solifenacina 6 mg + Tamsulosina 0,4 mg",mg,Vesomni,Astellas,5777.0,Medio
Solifenacina Y Tamsulosina,Tableta,"Solifenacina 6 mg + Tamsulosina 0,4 mg",mg,Vesomni,Astellas,4600.0,Medio
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Cabergolina,Mk,5389.487795,Bajo
Cabergolina,Tableta,"Cabergolina 0,5 mg",mg,Cabergolina,Mk,4710.687708,Medio
Clotrimazol Y Clindamicina,Ovulo,Clotrimazol 200 mg + Clindamicina 100 mg,mg,Lindazol-2 Pluss,Ruecam,5336.121398,Alto
Clotrimazol,Ovulo,Clotrimazol 200 mg,mg,Cloritimicotin,Coopidrogas,3351.571707,Bajo
Fenitoina,Capsula,Fenitoina 100 mg,mg,Fenitoina,Mk,14399.07684,Alto
Fenitoina,Capsula,Fenitoina 100 mg,mg,Fenitoina,Mk,14000.0,Alto
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Cetirizina 5 mg + Ibuprofeno 200 mg + Fenilefrina 10 mg,mg,Legrip Plus,Coopidrogas,1609.266667,Medio
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Cetirizina 5 mg,mg,Legrip Plus,Coopidrogas,695.9780937,Alto
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Fenilefrina 10 mg + Cetirizina 5 mg + Ibuprofeno 200 mg,mg,Next Gl Genomma Lab,Genoma,1354.972035,Medio
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Cetirizina 5 mg + Fenilefrina 10 mg,mg,Next Gl Genomma Lab,Genoma,1396.329792,Medio
Ticagrelor,Tableta,Ticagrelor 60 mg,mg,Brilinta,Astrazeneca,2310.0,Alto
Ticagrelor,Tableta,Ticagrelor 60 mg,mg,Brilinta,Astrazeneca,2310.0,Alto
Bromuro De Pinaverio Y Simeticona,Capsula,Bromuro De Pinaverio 100 mg + Dimeticona 300 mg,mg,Dispax,Novamed,2819.277108,Medio
Bromuro De Pinaverio Y Simeticona,Capsula,Bromuro De Pinaverio 100 mg + Dimeticona 300 mg,mg,Dispax,Novamed,6673.700594,Medio
Clindamicina,Capsula,Clindamicina 300 mg,mg,Baclin,Bioquimico Pharma,746.1666667,Bajo
Hidroxido De Magnesio + Hidroxido De Aluminio + Simeticona,Frasco,Simeticona 400 mg + Hidroxido De Aluminio 4000 mg + Hidroxido De Magnesio 4000 mg,ml,Gastrosal,Bioquimico Pharma,13141.57478,Medio
Acido Fusidico,Tubo,Acido Fusidico 2 g,g,Afusil Topic,Bioquimico Pharma,7239.346058,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Volvil,Bioquimico Pharma,7021.578136,Bajo
Clindamicina,Tubo,Clindamicina 2 g,g,Gyno Baclin,Bioquimico Pharma,8465.524633,Bajo
Sulfadiazina De Plata,Tubo,Sulfadiazina De Plata 1 g,g,Fas Crem,Lg Pharma,6300.0,Medio
Vincristina,Vial,Vincristina 1 mg,mg,Sulfato De Vincristina,Blau,17593.0,Medio
Vincristina,Vial,Vincristina 1 mg,mg,Sulfato De Vincristina,Blau,17539.52406,Medio
Acetaminofen + Cetirizina + Fenilefrina,Frasco,"Fenilefrina 100 mg + Acetaminofen 6,5 g + Cetirizina 50 mg",ml,Nogripax Jarabe,Stelar,8925.403579,Bajo
Levonorgestrel,Tableta,"Levonorgestrel 1,5 mg",mg,Evinet,Procaps,13649.11948,Alto
Levonorgestrel,Tableta,"Levonorgestrel 1,5 mg",mg,Evinet,Procaps,2500.0,Alto
Pilocarpina,Tableta,Pilocarpina 5 mg,mg,Picarpin,Humax,533.5570906,Medio
Alginato De Sodio + Carbonato De Calcio + Bicarbonato De Sodio,Sobre,"Alginato De Sodio 0,5 g + Bicarbonato De Sodio 0,267 g + Carbonato De Calcio 0,16 g",ml,Milpaxnf,Farma,2106.066297,Medio
Alginato De Sodio + Carbonato De Calcio + Bicarbonato De Sodio,Sobre,"Alginato De Sodio 0,5 g + Bicarbonato De Sodio 0,267 g + Carbonato De Calcio 0,16 g",ml,Milpaxnf,Farma,1678.018868,Medio
Clotrimazol Y Metronidazol,Ovulo,Clotrimazol 100 mg + Metronidazol 500 mg,mg,Lidal,Gimed,973.5,Bajo
Terbinafina,Frasco,Terbinafina 1 g,ml,Terbifin 1%,Humax,16768.94469,Medio
Terbinafina,Frasco,Terbinafina 1 g,ml,Terbifin 1%,Humax,6631.278244,Medio
Metronidazol Y Clotrimazol,Ovulo,Metronidazol 500 mg + Clotrimazol 100 mg,mg,Amzol Fem,Coopidrogas,1520.533224,Bajo
Multivitaminas Y Minerales,Capsula,Multivitaminas Y Minerales,IU,P-Natal,Healthy America,621.8785796,Bajo
Nitazoxanida,Tableta,Nitazoxanida 500 mg,mg,Giarfin,Adexa,4294.117647,Medio
Levetiracetam,Frasco,Levetiracetam 10 g,ml,Convulam,Saluspharma,25349.58572,Bajo
Trimebutina Y Simeticona,Tableta,Trimebutina 200 mg + Simeticona 120 mg,mg,Trimebutina + Simeticona,Colmed,1513.499949,Bajo
Trimebutina Y Simeticona,Tableta,Trimebutina 200 mg + Simeticona 120 mg,mg,Trimebutina + Simeticona,Colmed,600.4136691,Bajo
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Ludika,Ecar,1322.593466,Bajo
Tadalafilo,Tableta,Tadalafilo 5 mg,mg,Ludika,Ecar,283.4232006,Bajo
Doxiciclina,Capsula,Doxiciclina 100 mg,mg,Doxitrin F,Bioquimico Pharma,516.5729671,Bajo
Terbinafina,Tableta,Terbinafina 250 mg,mg,Terbiderm,Pharmaderm,6035.714789,Alto
Eritromicina,Tableta,Eritromicina 500 mg,mg,Eritromicina,Genfar,348.6108844,Bajo
Eritromicina,Tableta,Eritromicina 500 mg,mg,Eritromicina,Genfar,936.1276762,Medio
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona Fosfato,Genfar,1852.481221,Medio
Rasagilina,Tableta,Rasagilina 1 mg,mg,Zagil,Genepharm,1824.715262,Bajo
Dexametasona,Ampolla,Dexametasona 8 mg,ml,Dexametasona Fosfato,Genfar,674.5454545,Medio
Oxibutinina,Tableta,Oxibutinina 5 mg,mg,Sinorin,Quirupos,390.0,Medio
Azitromicina,Tableta,Azitromicina 500 mg,mg,Atromizin,Quirupos,2077.547722,Medio
Trimebutina,Tableta,Trimebutina 200 mg,mg,Bi-Pasmin,Bioquimico Pharma,308.8600754,Bajo
Meloxicam,Tableta,Meloxicam 15 mg,mg,Henoclox,Geneca Pharm,1774.285714,Medio
Betametasona + Clotrimazol + Neomicina,Tubo,"Betametasona 0,04 g + Clotrimazol 1 g + Neomicina 0,5 g",g,Tribacter,Quirupos,6616.828358,Medio
Betametasona + Clotrimazol + Neomicina,Tubo,"Betametasona 0,04 g + Clotrimazol 1 g + Neomicina 0,5 g",g,Tribacter,Quirupos,4000.0,Bajo
Betametasona + Clotrimazol + Neomicina,Tubo,"Betametasona 0,04 g + Clotrimazol 1 g + Neomicina 0,5 g",g,Tribacter,Quirupos,9517.19392,Alto
Betametasona + Clotrimazol + Neomicina,Tubo,"Betametasona 0,04 g + Clotrimazol 1 g + Neomicina 0,5 g",g,Tribacter,Quirupos,6000.0,Alto
Mometasona,Tubo,"Mometasona 0,1 g",g,Mometasona Furoato 0.1%,Momenta,9078.243268,Bajo
Mometasona,Tubo,"Mometasona 0,1 g",g,Mometasona Furoato 0.1%,Momenta,3800.0,Bajo
Cetirizina + Fenilefrina + Ibuprofeno,Capsula,Ibuprofeno 200 mg + Fenilefrina 10 mg + Cetirizina 5 mg,mg,Alcadol Gripa,High Nutrition,626.1,Bajo
Metronidazol Y Clotrimazol,Ovulo,Metronidazol 500 mg + Clotrimazol 100 mg,mg,Clotrimezol,High Nutrition,1187.9,Bajo
Acetaminofen,Frasco,Acetaminofen 1 g,ml,Paracetamol,Braun Melsungen,10234.59837,Alto
Acetaminofen,Frasco,Acetaminofen 1 g,ml,Paracetamol,Braun Melsungen,10065.54639,Medio
Acetaminofen,Frasco,Acetaminofen 1 g,ml,Paracetamol,Braun Melsungen,10040.0,Medio
Acetaminofen,Frasco,Acetaminofen 1 g,ml,Paracetamol,Braun Melsungen,10040.0,Medio
Pantoprazol,Capsula,Pantoprazol 40 mg,mg,Gastropanto,Especialistas Farmaceuticos,3500.0,Medio
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,235.5837101,Medio
Carvedilol,Tableta,"Carvedilol 6,25 mg",mg,Carvedilol,Tecnoquimicas,87.45502092,Medio
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Mk,469.7437686,Medio
Carvedilol,Tableta,"Carvedilol 12,5 mg",mg,Carvedilol,Mk,143.4505723,Medio
Antigripal,Capsula,Antigripal,mg,Dosgrip,Juan David Imbachi Villareal,402.0,Medio
Prednisolona,Frasco,Prednisolona 10 mg,ml,Tebonal,Anglopharma,7000.0,Alto
Clotrimazol + Dexametasona + Neomicina,Tubo,"Clotrimazol 1 g + Neomicina 0,5 g + Dexametasona 0,04 g",g,Trinsicon,Anglopharma,5676.043625,Medio
Clotrimazol + Dexametasona + Neomicina,Tubo,Clotrimazol + Dexametasona + Neomicina,g,Trinsicon,Anglopharma,8143.820225,Medio
Ibuprofeno Y Cafeina,Capsula,Ibuprofeno 400 mg + Cafeina 60 mg,mg,Dolivium Fem,Nti New Trade,720.0,Medio
Tenofovir + Emtricitabina + Efavirenz,Tableta,Emtricitabina 200 mg + Efavirenz 600 mg + Tenofovir 300 mg,mg,Tenomune,Cipla,1250.0,Medio
Rasagilina,Tableta,Rasagilina 1 mg,mg,Zagil,Genepharm,1457.110991,Bajo
Cloruro De Sodio Hipertonico,Ampolla,Cloruro De Sodio Hipertonico,ml,Ophfreeday,Opharm,1333.333333,Medio
Vinblastina,Vial,Vinblastina 10 mg,mg,Sulfato De Vincristina,Blau,35254.0,Alto
Vinblastina,Vial,Vinblastina 10 mg,mg,Sulfato De Vincristina,Blau,35039.71429,Alto
Remifentanil,Vial,Remifentanil 2 mg,mg,Remifentanilo,Hamelin,29952.62816,Alto
Azitromicina,Tableta,Azitromicina 500 mg,mg,Milagram,Anglopharma,1833.333333,Bajo
Tacrolimus,Capsula,"Tacrolimus 0,5 mg",mg,Tacrolimus,Sandoz,1662.0,Medio
Tacrolimus,Capsula,"Tacrolimus 0,5 mg",mg,Tacrolimus,Sandoz,1574.941176,Medio
Teriparatida,Jeringa Prellenada,Teriparatida 250 mcg,ml,Biosett,Biosidus,18713.23172,Bajo
Cefepima,Vial,Cefepima 1 g,g,Pozineg,Aurobindo,5816.990816,Medio
Cefepima,Vial,Cefepima 1 g,g,Pozineg,Aurobindo,5768.472746,Alto
Alizaprida,Tableta,Alizaprida 50 mg,mg,Aliprid,Farmatech,3644.623946,Bajo
Alizaprida,Tableta,Alizaprida 50 mg,mg,Aliprid,Farmatech,1957.797915,Bajo
Clotrimazol,Ovulo,Clotrimazol 200 mg,mg,Lomecan,Genoma,12752.20072,Alto
Sulfato De Sodio + Sulfato De Potasio + Sulfato De Magnesio,Frasco,"Sulfato De Sodio 17,51 g + Sulfato De Potasio 3,13 g + Sulfato De Magnesio 1,6 g",ml,Izinova,Beaufour Ipsen,39222.66667,Medio
Nitazoxanida,Frasco,Nitazoxanida 2 g,ml,Taxen,Rociphar,6234.313767,Bajo
Nitazoxanida,Frasco,Nitazoxanida 2 g,ml,Taxen,Rociphar,9861.058452,Alto
Pantoprazol,Capsula,Pantoprazol 40 mg,mg,Gazu,Ruecam,1200.0,Bajo
Alizaprida,Frasco,Alizaprida 12 mg,ml,Aliprid,Farmatech,29097.3906,Medio
Alizaprida,Frasco,Alizaprida 12 mg,ml,Aliprid,Farmatech,8504.847757,Bajo
Glucosamina Y Condroitina,Capsula,Condroitina 400 mg + Glucosamina 500 mg,mg,Glucosamine & Chondroitin,Natural Systems,364.3332947,Medio
Antigripal,Capsula,Antigripal,mg,Asobroncol Gripa,Rociphar,364.9261444,Bajo
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol 1% Crema Vaginal,Colmed,9676.327769,Medio
Clotrimazol,Tubo,Clotrimazol 1 g,g,Clotrimazol 1% Crema Vaginal,Colmed,3640.512821,Medio
Budesonida,Tableta,Budesonida 9 mg,mg,Cortiment Mmx,Ferring,10203.7875,Medio
Budesonida,Tableta,Budesonida 9 mg,mg,Cortiment Mmx,Ferring,10034.27215,Medio
Indapamida Y Valsartan,Tableta,"Valsartan 160 mg + Indapamida 1,25 mg",mg,Cardikin 160/1.25,Legrand,2758.111837,Medio
Indapamida Y Valsartan,Tableta,"Valsartan 160 mg + Indapamida 1,25 mg",mg,Cardikin 160/1.25,Legrand,2594.265233,Medio
Betametasona,Tubo,"Betametasona 0,05 g",g,Fuciclear,Lg Pharma,3960.0,Bajo
Etoricoxib,Tableta,Etoricoxib 90 mg,mg,Etoricoxib,Genfar,3031.198916,Bajo
Alginato De Sodio Y Bicarbonato De Sodio,Sachet,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Gastrofull Max,Patmar,1033.808606,Bajo
Alginato De Sodio Y Bicarbonato De Sodio,Frasco,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Gastrofull Max,Patmar,11934.41058,Medio
Alginato De Sodio Y Bicarbonato De Sodio,Frasco,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Gastrofull Max,Patmar,21284.71467,Alto
Lidocaina,Frasco,"Lidocaina 5,5 mg",ml,Chiquident Gotas,Novamed,14464.48028,Medio
Lidocaina,Frasco,"Lidocaina 5,5 mg",ml,Chiquident Gotas,Novamed,14000.0,Medio
Cetilpiridinio Y Lidocaina,Tableta,Cetilpiridinio 2 mg + Lidocaina 1 mg,mg,Mebucaina Forte,Glaxosmithkline,4600.4,Medio
Metronidazol Y Miconazol,Ovulo,Metronidazol 750 mg + Miconazol 200 mg,mg,Biogynol,Biochem,6576.868237,Medio
Clortalidona,Tableta,Clortalidona 25 mg,mg,Cardiol,Lafrancol,2096.866667,Medio
Clortalidona,Tableta,Clortalidona 25 mg,mg,Cardiol,Lafrancol,970.8263027,Medio
Empagliflozina Y Metformina,Tableta,"Empagliflozina 12,5 mg + Metformina 1000 mg",mg,Jardiance Duo,Boehringer,2868.201917,Medio
Empagliflozina Y Metformina,Tableta,"Empagliflozina 12,5 mg + Metformina 1000 mg",mg,Jardiance Duo,Boehringer,1886.746545,Medio
Albendazol,Tableta,Albendazol 200 mg,mg,Kyllary,Bd Farma,2592.5,Medio
Metformina Y Empagliflozina,Tableta,"Empagliflozina 12,5 mg + Metformina 850 mg",mg,Jardiance Duo,Boehringer,2434.131982,Medio
Metformina Y Empagliflozina,Tableta,"Empagliflozina 12,5 mg + Metformina 850 mg",mg,Jardiance Duo,Boehringer,1856.559732,Medio
Fenobarbital,Tableta,Fenobarbital 10 mg,mg,Fenobarbital,Fondo Nacional De Estupefacientes,626.6666667,Medio
Fenobarbital,Tableta,Fenobarbital 10 mg,mg,Fenobarbital,Fondo Nacional De Estupefacientes,544.7973618,Medio
Nitazoxanida,Frasco,Nitazoxanida 2 g,ml,Rodanex,Biochem,8149.042861,Medio
Amlodipino + Hidroclorotiazida + Valsartan,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Duoval H,Mega Labs,5693.689333,Alto
Amlodipino + Hidroclorotiazida + Valsartan,Tableta,"Valsartan 160 mg + Hidroclorotiazida 12,5 mg + Amlodipino 5 mg",mg,Duoval H,Mega Labs,971.257889,Medio
Rasagilina,Tableta,Rasagilina 1 mg,mg,Razatec,Xinetix Pharma,2628.252149,Alto
Alginato De Sodio Y Bicarbonato De Sodio,Sachet,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Hidrosin Plus,Comerfar,1015.186869,Bajo
Alginato De Sodio Y Bicarbonato De Sodio,Frasco,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Hidrosin Plus,Comerfar,12499.58763,Medio
Alginato De Sodio Y Bicarbonato De Sodio,Frasco,"Alginato De Sodio 2,5 g + Bicarbonato De Sodio 2,67 g",ml,Hidrosin Plus,Comerfar,22174.22155,Alto
Levofloxacina,Tableta,Levofloxacina 750 mg,mg,Levofloxacino,Genfar,13232.3989,Medio
Acetaminofen,Frasco,Acetaminofen 100 mg,ml,Cronofengotas,Novamed,10767.10065,Alto
Acetaminofen,Frasco,Acetaminofen 100 mg,ml,Cronofengotas,Novamed,8300.0,Medio
Acetaminofen,Frasco,Acetaminofen 100 mg,ml,Cronofen Gotas,Novamed,8300.0,Medio
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,Mk,2766.563363,Bajo
Pantoprazol,Tableta,Pantoprazol 40 mg,mg,Pantoprazol,Mk,406.7008734,Medio
Pantoprazol,Tableta,Pantoprazol 20 mg,mg,Pantoprazol,Mk,2173.909466,Medio
Pantoprazol,Tableta,Pantoprazol 20 mg,mg,Pantoprazol,Mk,338.7295082,Medio
Nistatina,Tableta,Nistatina 100 IU,IU,Nistatina,Saluspharma,524.5714286,Medio
Nistatina,Tableta,Nistatina 100 IU,IU,Nistatina,Saluspharma,393.6448598,Medio
Acetaminofen + Clorfeniramina + Fenilefrina,Capsula,Acetaminofen 500 mg + Acetaminofen 500 mg + Fenilefrina 10 mg,mg,Vick Fort-9,Procter & Gamble,1431.25,Medio
Acetaminofen + Clorfeniramina + Fenilefrina,Capsula,Acetaminofen 500 mg + Clorfeniramina 2 mg + Acetaminofen 500 mg,mg,Vick Fort-9,Procter & Gamble,1575.0,Medio
Acetaminofen + Clorfeniramina + Fenilefrina,Capsula,Acetaminofen 500 mg + Fenilefrina 10 mg + Clorfeniramina 2 mg,mg,Vick Fort-9,Procter & Gamble,182.0,Medio
Fenilefrina Y Fexofenadina,Frasco,Fenilefrina 15 mg + Fexofenadina 30 mg,ml,Alerfast D,Tecnofar,13398.41562,Medio
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Corbis 5,Siegfried,461.3574202,Medio
Bisoprolol,Tableta,Bisoprolol 5 mg,mg,Corbis 5,Siegfried,356.9020867,Bajo
Antigripal,Capsula,Antigripal,mg,Noxpirin Quickgels,Siegfried,1531.538114,Alto
Ampicilina,Vial,Ampicilina 1 g,g,Ampicilina,Farmalogica,1382.274882,Medio
Ampicilina,Vial,Ampicilina 1 g,g,Ampicilina,Farmalogica,1353.041667,Medio
Amoxicilina,Frasco,Amoxicilina 5 g,ml,Amoxicilina,Genfar,6429.018783,Medio
Dexametasona + Lidocaina + Neomicina + Polimixina B,Spray,Dexametasona + Lidocaina + Neomicina + Polimixina B,ml,Fixamicin Dol,Tecnofar,32127.9804,Medio
Dexametasona + Lidocaina + Neomicina + Polimixina B,Spray,Dexametasona + Lidocaina + Neomicina + Polimixina B,ml,Fixamicin Dol,Tecnofar,29077.0,Medio
Losartan,Tableta,Losartan 50 mg,mg,Losartan Potasico,Patmar,229.3049562,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Relaxfull,Quirupos,9898.260946,Medio
Diclofenaco,Tubo,Diclofenaco 1 g,g,Relaxfull,Quirupos,5700.0,Medio
Diclofenaco,Capsula,Diclofenaco 100 mg,mg,Palldol Qrp,Quirupos,481.168813,Medio
Loratadina,Frasco,"Loratadina 0,1 g",ml,Lordinex Jarabe,Novamed,7880.364425,Medio
Loratadina,Frasco,"Loratadina 0,1 g",ml,Lordinex Jarabe,Novamed,5200.0,Medio
Nimesulida,Tubo,Nimesulida 3 g,g,Mesulid Gel 3%,Novamed,36522.31338,Medio
Nimesulida,Tubo,Nimesulida 3 g,g,Mesulid Gel 3%,Novamed,25425.32862,Medio
Levosulpiride + Pancreatina + Simeticona,Tableta,Simeticona 80 mg + Levosulpiride 25 mg + Pancreatina 150 mg,mg,Dimoflax Enzimatico,Novamed,949.7026604,Medio
Levosulpiride + Pancreatina + Simeticona,Tableta,Simeticona 80 mg + Levosulpiride 25 mg + Pancreatina 150 mg,mg,Dimoflax Enzimatico,Novamed,2440.697626,Medio
Dextrosa,Frasco,Dextrosa 10 g,ml,Dextrosa,Corpaul,2347.859813,Medio
Dextrosa,Frasco,Dextrosa 10 g,ml,Dextrosa,Corpaul,1984.0,Medio
Dextrosa,Bolsa,Dextrosa 10 g,ml,Dextrosa Al 10%,Corpaul,2442.173333,Medio
Dextrosa,Bolsa,Dextrosa 10 g,ml,Dextrosa Al 10%,Corpaul,2222.0,Alto
Acetaminofen Y Hidrocodona,Tableta,Hidrocodona 5 mg + Acetaminofen 325 mg,mg,Fenalgex,Tecnoquimicas,3243.862767,Bajo
Acetaminofen Y Hidrocodona,Tableta,Hidrocodona 5 mg + Acetaminofen 325 mg,mg,Fenalgex,Tecnoquimicas,284.0637828,Bajo
Acetaminofen Y Hidrocodona,Tableta,Acetaminofen 325 mg + Hidrocodona 5 mg,mg,Fenalgex,Tecnoquimicas,3390.800826,Medio
